,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
128,54615,7,20,"Kepulauan Riau, 05-07-1995",28,Pegawai Swasta,Cerai hidup,laki-laki,D3,Full-time,3,22500000,2,61000000,22,83,5,491,2,9500000,DPK,Tertagih dengan resiko tinggi,30500000
129,62871,20,13,"Sulawesi Utara, 05-02-1960",63,Profesional,Menikah,perempuan,S1,Retired,2,18000000,5,54166667,11,92,6,262,1,8000000,Kurang lancar,Tertagih dengan resiko rendah,13541667
130,21858,16,1,"Kalimantan Selatan, 31-03-1989",34,Pegawai Negeri,Cerai hidup,perempuan,S2,Retired,3,18000000,2,44500000,7,122,6,162,2,9000000,Diragukan,Tertagih dengan resiko tinggi,22250000
131,33352,14,1,"Sulawesi Utara, 10-08-1976",47,Buruh,Belum menikah,perempuan,SMA,Contract,1,10700000,5,58166667,16,42,2,312,1,4500000,DPK,Tertagih dengan resiko rendah,14541667
132,87780,8,6,"Papua Barat, 31-07-1974",49,Pengusaha,Menikah,perempuan,D2,Retired,5,15500000,2,72666667,10,77,5,184,2,5000000,DPK,Tertagih dengan resiko tinggi,36333333
133,66870,19,10,"Lampung, 22-05-1960",63,Pegawai Negeri,Cerai hidup,perempuan,D2,Retired,4,10500000,2,57500000,7,22,2,271,1,8500000,DPK,Tertagih dengan resiko rendah,14375000
134,64765,19,9,"Nusa Tenggara Barat, 12-06-1995",28,Pengusaha,Menikah,perempuan,D1,Retired,3,15500000,7,44833333,24,50,4,667,1,8500000,DPK,Tertagih dengan resiko rendah,11208333
135,50765,12,7,"Kepulauan Bangka Belitung, 16-05-1991",32,Pengusaha,Belum menikah,laki-laki,S1,Retired,3,17000000,8,63000000,24,30,2,683,1,9000000,DPK,Tertagih dengan resiko rendah,15750000
136,34931,19,14,"Sumatera Utara, 04-02-2000",23,Buruh,Belum menikah,laki-laki,S1,Retired,3,18000000,8,64166667,13,132,8,213,3,17500000,Diragukan,Tertagih dengan resiko tinggi,48125000
137,53413,2,3,"Kalimantan Utara, 19-04-1969",54,Pengusaha,Menikah,perempuan,D1,Full-time,5,22500000,1,55000000,11,164,10,268,2,7500000,Diragukan,Tertagih dengan resiko tinggi,27500000
138,14474,13,3,"Sulawesi Barat, 12-02-1993",30,Pegawai Swasta,Cerai mati,perempuan,S2,Retired,3,18000000,2,62666667,17,45,3,403,1,4500000,DPK,Tertagih dengan resiko rendah,15666667
139,51262,20,10,"Gorontalo, 16-06-1977",46,Profesional,Belum menikah,laki-laki,SMP,Part-time,1,200000,7,21500000,2,115,8,45,1,15500000,Kurang lancar,Tidak tertagih dengan resiko tinggi,5375000
140,32640,8,7,"Sulawesi Tengah, 27-08-1977",46,Pengusaha,Cerai mati,laki-laki,S3,Contract,2,21000000,4,65833333,22,65,3,500,1,13000000,DPK,Tertagih dengan resiko rendah,16458333
141,71653,6,18,"Maluku Utara, 08-05-1992",31,Profesional,Cerai hidup,perempuan,SMA,Contract,1,6700000,6,56833333,5,0,0,434,0,14500000,Lancar,Tertagih dengan resiko rendah,0
142,52278,18,19,"Bali, 15-02-1972",51,Pengusaha,Cerai hidup,laki-laki,D3,Contract,4,17500000,4,64833333,2,130,7,105,2,4500000,Diragukan,Tertagih dengan resiko tinggi,32416667
143,50475,6,2,"Sulawesi Selatan, 07-12-1998",25,Buruh,Cerai mati,laki-laki,SMA,Contract,6,10700000,6,56000000,12,0,0,349,0,6000000,Lancar,Tertagih dengan resiko rendah,0
144,90211,1,4,"Jawa Timur, 12-09-1973",50,Profesional,Belum menikah,perempuan,D3,Full-time,4,22500000,2,57500000,8,116,7,147,4,8000000,Kurang lancar,Tertagih dengan resiko tinggi,57500000
145,98175,9,2,"Kepulauan Riau, 24-01-1986",37,Buruh,Menikah,perempuan,D1,Self-employed,3,26500000,5,135500000,33,23,2,581,0,5000000,DPK,Tidak tertagih dengan resiko rendah,0
146,31213,17,14,"Jawa Timur, 17-02-1972",51,Pegawai Swasta,Menikah,perempuan,S2,Full-time,2,21000000,6,74166667,1,75,9,293,1,17500000,DPK,Tertagih dengan resiko rendah,18541667
147,71244,13,11,"Sumatera Barat, 04-01-1998",25,Buruh,Cerai hidup,laki-laki,S1,Retired,3,13000000,3,52500000,10,32,3,325,1,9500000,DPK,Tertagih dengan resiko rendah,13125000
148,36128,17,14,"DI Yogyakarta, 19-02-1982",41,Buruh,Belum menikah,perempuan,SMA,Contract,1,9700000,9,56666667,2,82,7,330,1,9000000,DPK,Tertagih dengan resiko rendah,14166667
149,12200,17,6,"Lampung, 07-06-1961",62,Pengusaha,Cerai mati,laki-laki,S1,Retired,4,21000000,6,65833333,10,140,8,298,1,7000000,Diragukan,Tertagih dengan resiko tinggi,16458333
150,91511,19,8,"Jawa Timur, 05-02-1987",36,Pegawai Swasta,Menikah,perempuan,S2,Retired,4,13000000,7,60500000,8,42,3,311,1,8000000,DPK,Tertagih dengan resiko rendah,15125000
151,45280,18,7,"DKI Jakarta, 21-07-1965",58,Pegawai Swasta,Cerai hidup,perempuan,D3,Retired,3,15500000,2,70000000,20,5,1,616,0,6000000,DPK,Tertagih dengan resiko rendah,0
152,48144,4,19,"Bali, 03-09-1962",61,Buruh,Cerai hidup,laki-laki,D3,Retired,4,10500000,2,57500000,11,28,2,358,0,18000000,DPK,Tertagih dengan resiko rendah,0
153,23094,20,1,"Jambi, 27-12-1981",42,Pengusaha,Belum menikah,laki-laki,D3,Retired,4,15500000,2,67500000,4,93,6,193,2,7500000,Kurang lancar,Tertagih dengan resiko tinggi,33750000
154,57435,10,1,"Bengkulu, 24-10-1968",55,Pegawai Swasta,Cerai mati,laki-laki,D3,Retired,4,10500000,5,57000000,2,132,7,287,3,4000000,Diragukan,Tertagih dengan resiko tinggi,42750000
155,3413,18,8,"Papua, 17-08-1972",51,Profesional,Belum menikah,perempuan,D2,Retired,5,17500000,3,52166667,11,114,6,278,2,5000000,Kurang lancar,Tertagih dengan resiko tinggi,26083333
156,12322,17,3,"Banten, 24-05-1980",43,Pegawai Swasta,Menikah,laki-laki,S3,Retired,4,18000000,4,66000000,2,112,9,157,2,7000000,Kurang lancar,Tertagih dengan resiko tinggi,33000000
157,50509,7,16,"Sulawesi Tengah, 10-03-1966",57,Pengusaha,Cerai mati,laki-laki,S2,Retired,3,17000000,5,81500000,12,68,7,208,1,8000000,DPK,Tertagih dengan resiko rendah,20375000
158,24132,12,19,"Sumatera Barat, 24-08-1975",48,Profesional,Belum menikah,perempuan,S3,Full-time,4,19000000,2,45833333,15,69,5,398,1,4000000,DPK,Tertagih dengan resiko rendah,11458333
159,73564,7,1,"Maluku, 09-11-1981",42,Pegawai Swasta,Belum menikah,perempuan,SMA,Contract,1,8700000,3,57833333,15,36,2,370,1,7500000,DPK,Tertagih dengan resiko rendah,14458333
160,68842,7,6,"Lampung, 25-03-1980",43,Pegawai Swasta,Menikah,laki-laki,S2,Retired,4,23000000,1,83500000,11,120,7,209,1,6000000,Kurang lancar,Tertagih dengan resiko tinggi,20875000
161,65091,8,1,"Gorontalo, 08-08-2000",23,Pegawai Negeri,Menikah,perempuan,S1,Retired,3,18000000,9,77333333,23,55,3,497,2,13500000,DPK,Tertagih dengan resiko tinggi,38666667
162,92247,16,14,"Kepulauan Bangka Belitung, 01-08-1981",42,Pegawai Swasta,Cerai hidup,laki-laki,D2,Full-time,4,22500000,7,57666667,22,84,4,574,2,7500000,DPK,Tertagih dengan resiko tinggi,28833333
163,57102,2,7,"Lampung, 20-07-1976",47,Buruh,Cerai hidup,perempuan,S1,Full-time,4,19000000,3,68833333,1,106,8,203,2,13500000,Kurang lancar,Tertagih dengan resiko tinggi,34416667
164,90184,5,4,"Aceh, 07-09-1980",43,Pegawai Negeri,Belum menikah,perempuan,S1,Full-time,4,19000000,8,54833333,11,89,9,245,1,5000000,DPK,Tertagih dengan resiko rendah,13708333
165,87421,14,4,"Jawa Timur, 28-10-1982",41,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,4,13000000,2,60666667,18,22,2,459,1,4000000,DPK,Tertagih dengan resiko rendah,15166667
166,72433,11,17,"Riau, 30-10-1966",57,Pegawai Swasta,Cerai hidup,laki-laki,SMA,Contract,1,12700000,7,55500000,10,19,2,349,0,9000000,DPK,Tertagih dengan resiko rendah,0
167,46321,14,20,"Jambi, 12-12-1964",59,Pengusaha,Cerai mati,perempuan,S2,Retired,2,26000000,1,138833333,29,27,2,677,1,5000000,DPK,Tidak tertagih dengan resiko rendah,34708333
168,42692,13,3,"Sulawesi Utara, 08-06-1975",48,Pegawai Swasta,Belum menikah,laki-laki,S1,Retired,3,21000000,5,67500000,16,72,3,409,1,12500000,DPK,Tertagih dengan resiko rendah,16875000
169,79556,17,18,"Lampung, 12-04-1976",47,Buruh,Belum menikah,perempuan,D3,Self-employed,4,25500000,4,137500000,3,109,6,350,2,19000000,Kurang lancar,Tidak tertagih dengan resiko rendah,68750000
170,41087,12,20,"Nusa Tenggara Barat, 06-12-1994",29,Profesional,Cerai hidup,laki-laki,S2,Retired,4,13000000,1,57666667,13,34,4,497,1,13500000,DPK,Tertagih dengan resiko rendah,14416667
171,29094,19,17,"Lampung, 06-11-1961",62,Pegawai Negeri,Cerai mati,laki-laki,D1,Full-time,4,27500000,1,135666667,9,121,9,129,1,7500000,Diragukan,Tidak tertagih dengan resiko rendah,33916667
172,13706,16,16,"Sumatera Selatan, 07-08-1983",40,Pegawai Swasta,Menikah,perempuan,SMA,Part-time,1,5700000,5,61000000,6,17,1,381,1,3000000,DPK,Tertagih dengan resiko rendah,15250000
173,55738,3,7,"Sulawesi Barat, 19-12-1995",28,Profesional,Cerai mati,laki-laki,D2,Retired,3,15500000,7,62333333,3,129,9,137,1,9500000,Diragukan,Tertagih dengan resiko tinggi,15583333
174,95788,5,5,"Sulawesi Utara, 12-04-1974",49,Pegawai Swasta,Belum menikah,perempuan,SMA,Contract,5,6700000,9,53666667,18,30,2,236,1,5500000,DPK,Tertagih dengan resiko rendah,13416667
175,45649,6,10,"Maluku, 13-02-1975",48,Pegawai Swasta,Cerai mati,laki-laki,S1,Full-time,4,24000000,2,54166667,23,8,1,530,0,6500000,DPK,Tertagih dengan resiko rendah,0
176,5098,4,4,"Kepulauan Riau, 10-04-1973",50,Buruh,Menikah,laki-laki,S2,Retired,2,13000000,5,58333333,14,22,2,483,0,8000000,DPK,Tertagih dengan resiko rendah,0
177,66971,6,4,"Banten, 27-07-1993",30,Buruh,Menikah,perempuan,D1,Part-time,3,10500000,1,64666667,16,16,1,373,1,14500000,DPK,Tertagih dengan resiko rendah,16166667
178,57187,18,1,"Maluku Utara, 12-10-1978",45,Buruh,Menikah,laki-laki,S2,Retired,3,18000000,8,74000000,3,81,6,194,2,9000000,DPK,Tertagih dengan resiko tinggi,37000000
179,93727,2,3,"Sumatera Selatan, 28-05-1968",55,Buruh,Cerai hidup,perempuan,D2,Retired,4,10500000,4,61500000,18,56,3,385,1,7000000,DPK,Tertagih dengan resiko rendah,15375000
180,94692,1,5,"Maluku, 08-11-1969",54,Pegawai Negeri,Cerai mati,laki-laki,SMP,Not-employed,1,1640000,2,22666667,1,96,8,34,1,8000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,5666667
181,8041,2,1,"DKI Jakarta, 16-08-1965",58,Pengusaha,Cerai mati,perempuan,D3,Full-time,4,17500000,8,66833333,4,114,7,193,2,8500000,Kurang lancar,Tertagih dengan resiko tinggi,33416667
182,93903,6,4,"Papua, 30-06-1960",63,Pegawai Swasta,Cerai hidup,perempuan,S3,Retired,4,21000000,6,67166667,1,129,7,285,2,37000000,Diragukan,Tertagih dengan resiko tinggi,33583333
183,51371,1,18,"Sumatera Utara, 28-04-1996",27,Pengusaha,Belum menikah,laki-laki,SD,Internship,2,200000,3,15833333,1,134,7,23,1,9000000,Diragukan,Tidak tertagih dengan resiko tinggi,3958333
184,58617,6,11,"Kalimantan Selatan, 13-01-2000",23,Profesional,Cerai mati,laki-laki,SD,Part-time,1,200000,2,18500000,2,162,8,86,2,9000000,Diragukan,Tidak tertagih dengan resiko tinggi,9250000
185,15173,1,12,"Sumatera Barat, 12-04-1965",58,Buruh,Belum menikah,laki-laki,S1,Full-time,4,19000000,2,63166667,12,96,9,163,1,21500000,Kurang lancar,Tertagih dengan resiko rendah,15791667
186,39049,19,19,"Sulawesi Barat, 18-01-1990",33,Profesional,Belum menikah,laki-laki,S2,Retired,4,13000000,1,53166667,13,41,3,312,1,31500000,DPK,Tertagih dengan resiko rendah,13291667
187,38676,14,6,"Jawa Barat, 19-06-1968",55,Pegawai Swasta,Cerai hidup,laki-laki,D3,Retired,4,10500000,4,58500000,7,119,7,324,2,9000000,Kurang lancar,Tertagih dengan resiko tinggi,29250000
188,92796,7,4,"Riau, 02-05-1968",55,Pengusaha,Cerai hidup,perempuan,D2,Retired,5,15500000,1,45500000,6,76,7,224,1,7000000,DPK,Tertagih dengan resiko rendah,11375000
189,88784,7,20,"Sulawesi Barat, 06-12-1978",45,Pegawai Swasta,Cerai hidup,perempuan,SMA,Contract,2,11700000,9,57166667,17,0,0,331,0,9000000,Lancar,Tertagih dengan resiko rendah,0
190,90732,15,18,"Kalimantan Selatan, 08-02-1990",33,Pegawai Swasta,Belum menikah,laki-laki,S1,Retired,2,22000000,3,68833333,21,34,3,482,1,9500000,DPK,Tertagih dengan resiko rendah,17208333
191,35189,14,11,"Kalimantan Utara, 23-07-2000",23,Pengusaha,Belum menikah,laki-laki,D3,Retired,5,20500000,7,56500000,1,100,8,250,2,5500000,Kurang lancar,Tertagih dengan resiko tinggi,28250000
192,20153,12,15,"Gorontalo, 09-12-1978",45,Pegawai Negeri,Menikah,perempuan,SMP,Not-employed,5,200000,7,14500000,2,133,7,29,3,18500000,Diragukan,Tidak tertagih dengan resiko tinggi,10875000
193,28548,20,10,"Riau, 23-08-1996",27,Pengusaha,Cerai mati,perempuan,D3,Retired,3,10500000,3,57166667,16,90,4,333,2,11000000,DPK,Tertagih dengan resiko tinggi,28583333
194,17249,6,10,"Jambi, 28-07-1967",56,Pegawai Negeri,Menikah,perempuan,D1,Contract,4,10500000,9,59166667,11,16,1,478,1,11500000,DPK,Tertagih dengan resiko rendah,14791667
195,19691,12,10,"Lampung, 09-03-1960",63,Profesional,Menikah,laki-laki,D3,Full-time,4,22500000,1,55500000,16,68,4,488,1,9000000,DPK,Tertagih dengan resiko rendah,13875000
196,73630,1,11,"Sumatera Barat, 07-07-1967",56,Profesional,Belum menikah,laki-laki,D3,Retired,3,10500000,7,57666667,15,49,4,327,1,4000000,DPK,Tertagih dengan resiko rendah,14416667
197,88959,17,15,"Maluku, 22-08-1990",33,Pegawai Swasta,Cerai mati,perempuan,D1,Contract,5,10500000,5,62666667,13,101,4,406,1,7000000,Kurang lancar,Tertagih dengan resiko rendah,15666667
198,29984,20,10,"Maluku, 20-05-1994",29,Pengusaha,Cerai hidup,perempuan,S2,Retired,2,23000000,5,73833333,20,17,3,452,0,8000000,DPK,Tertagih dengan resiko rendah,0
199,98297,18,8,"Maluku, 12-12-1989",34,Pegawai Swasta,Menikah,laki-laki,S2,Retired,4,23000000,4,64833333,12,134,8,218,2,7000000,Diragukan,Tertagih dengan resiko tinggi,32416667
200,54281,15,5,"Sulawesi Utara, 17-08-1999",24,Pegawai Swasta,Cerai mati,laki-laki,SMA,Contract,7,5700000,8,58666667,3,121,5,370,2,11500000,Diragukan,Tertagih dengan resiko tinggi,29333333
201,70533,15,7,"Jambi, 18-11-1991",32,Buruh,Cerai mati,laki-laki,S1,Retired,3,13000000,7,54666667,14,61,3,422,2,12000000,DPK,Tertagih dengan resiko rendah,27333333
202,32227,16,16,"Aceh, 21-04-1968",55,Buruh,Menikah,perempuan,S2,Retired,2,13000000,3,54166667,11,47,3,489,1,8500000,DPK,Tertagih dengan resiko rendah,13541667
203,3911,17,20,"Sulawesi Selatan, 24-03-1970",53,Buruh,Cerai hidup,perempuan,S1,Retired,4,21000000,1,65000000,5,82,8,243,1,7500000,DPK,Tertagih dengan resiko rendah,16250000
204,857,10,17,"Maluku Utara, 03-08-1973",50,Profesional,Belum menikah,laki-laki,SMA,Part-time,6,8700000,6,63000000,7,78,3,475,2,8500000,DPK,Tertagih dengan resiko tinggi,31500000
205,91611,14,18,"Papua, 24-10-1984",39,Pegawai Negeri,Menikah,perempuan,S2,Retired,2,13000000,8,62666667,10,3,1,312,0,9000000,DPK,Tertagih dengan resiko rendah,0
206,92802,17,17,"Sulawesi Tenggara, 05-11-1985",38,Pengusaha,Cerai mati,perempuan,S2,Retired,2,13000000,5,56333333,17,2,1,460,0,5000000,DPK,Tertagih dengan resiko rendah,0
207,26661,17,9,"Bali, 11-11-1964",59,Pegawai Swasta,Cerai hidup,perempuan,S2,Retired,2,18000000,8,61500000,12,87,8,199,1,8500000,DPK,Tertagih dengan resiko rendah,15375000
208,67912,2,7,"Sumatera Barat, 15-04-2000",23,Pegawai Swasta,Belum menikah,laki-laki,S2,Full-time,3,19000000,7,60166667,5,123,9,187,3,4000000,Diragukan,Tertagih dengan resiko tinggi,45125000
209,80635,1,7,"Papua, 11-04-1987",36,Pegawai Swasta,Belum menikah,laki-laki,S1,Full-time,4,24000000,3,66500000,1,62,8,189,1,7500000,DPK,Tertagih dengan resiko rendah,16625000
210,41741,3,13,"Maluku, 06-02-1980",43,Pengusaha,Cerai mati,perempuan,D1,Retired,4,10500000,3,54833333,11,17,1,393,1,9000000,DPK,Tertagih dengan resiko rendah,13708333
211,48491,10,2,"Sumatera Barat, 07-03-1989",34,Pengusaha,Menikah,laki-laki,D3,Retired,4,15500000,3,62833333,8,106,6,184,1,5500000,Kurang lancar,Tertagih dengan resiko rendah,15708333
212,71496,18,11,"Jambi, 16-05-1978",45,Pegawai Swasta,Menikah,laki-laki,S2,Retired,3,16000000,8,65666667,20,9,2,484,0,6500000,DPK,Tertagih dengan resiko rendah,0
213,90708,11,15,"Gorontalo, 02-06-1966",57,Pegawai Negeri,Cerai mati,laki-laki,S1,Retired,2,21000000,9,63166667,20,9,3,434,0,8500000,DPK,Tertagih dengan resiko rendah,0
214,58282,13,3,"Gorontalo, 18-04-1979",44,Buruh,Menikah,perempuan,D3,Retired,3,15500000,3,70000000,6,130,8,233,2,9000000,Diragukan,Tertagih dengan resiko tinggi,35000000
215,69488,5,6,"Kalimantan Timur, 21-07-1990",33,Pengusaha,Belum menikah,laki-laki,D3,Retired,5,10500000,8,64333333,14,76,4,276,1,7500000,DPK,Tertagih dengan resiko rendah,16083333
216,65161,4,1,"Nusa Tenggara Timur, 27-07-1985",38,Profesional,Cerai hidup,laki-laki,S1,Full-time,3,24000000,7,67833333,17,58,3,484,1,9500000,DPK,Tertagih dengan resiko rendah,16958333
217,53266,16,9,"Sumatera Selatan, 19-09-1984",39,Profesional,Cerai mati,laki-laki,D3,Retired,3,10500000,1,56166667,14,32,4,296,0,6000000,DPK,Tertagih dengan resiko rendah,0
218,60699,4,14,"Sulawesi Utara, 27-09-1969",54,Profesional,Cerai mati,perempuan,D1,Retired,4,18500000,7,62833333,6,149,9,184,2,11000000,Diragukan,Tertagih dengan resiko tinggi,31416667
219,98149,19,13,"Kepulauan Bangka Belitung, 17-11-1998",25,Pegawai Swasta,Cerai mati,perempuan,S1,Retired,2,13000000,4,55333333,11,82,6,464,2,7000000,DPK,Tertagih dengan resiko tinggi,27666667
220,45239,13,10,"Jawa Tengah, 15-10-1964",59,Pengusaha,Cerai mati,laki-laki,S2,Retired,2,18000000,2,54500000,1,145,7,101,2,10500000,Diragukan,Tertagih dengan resiko tinggi,27250000
221,49492,13,11,"Nusa Tenggara Timur, 06-10-1993",30,Profesional,Cerai mati,laki-laki,S1,Full-time,2,21000000,3,64333333,15,69,3,672,1,9000000,DPK,Tertagih dengan resiko rendah,16083333
222,69923,6,15,"Sulawesi Barat, 09-03-1966",57,Profesional,Menikah,laki-laki,S1,Retired,2,14000000,5,56500000,3,106,5,458,2,5000000,Kurang lancar,Tertagih dengan resiko tinggi,28250000
223,54043,15,14,"Sumatera Utara, 27-03-1987",36,Buruh,Menikah,laki-laki,D3,Full-time,3,19500000,2,69666667,24,72,5,500,1,10500000,DPK,Tertagih dengan resiko rendah,17416667
224,56830,18,6,"Banten, 04-07-1993",30,Buruh,Cerai hidup,laki-laki,D1,Full-time,3,22500000,3,59500000,1,145,8,181,2,7500000,Diragukan,Tertagih dengan resiko tinggi,29750000
225,97055,12,1,"Nusa Tenggara Timur, 10-02-1962",61,Pegawai Negeri,Belum menikah,laki-laki,SMP,Not-employed,7,2600000,7,16666667,1,147,7,64,1,12500000,Diragukan,Tidak tertagih dengan resiko tinggi,4166667
226,13421,9,3,"Sulawesi Utara, 25-11-1973",50,Buruh,Cerai hidup,perempuan,S1,Retired,4,13000000,1,68333333,12,27,1,328,1,5000000,DPK,Tertagih dengan resiko rendah,17083333
227,79359,19,5,"Sumatera Utara, 16-10-1971",52,Buruh,Cerai mati,perempuan,D3,Full-time,3,17500000,8,52500000,17,0,0,490,0,19500000,Lancar,Tertagih dengan resiko rendah,0
228,64124,10,1,"Sulawesi Tengah, 27-03-1978",45,Pengusaha,Menikah,perempuan,D3,Retired,3,15500000,5,58500000,15,16,2,402,0,5500000,DPK,Tertagih dengan resiko rendah,0
229,85013,13,14,"Sumatera Barat, 25-01-1980",43,Profesional,Cerai mati,laki-laki,D3,Full-time,3,19500000,3,54166667,24,55,2,629,2,16500000,DPK,Tertagih dengan resiko rendah,27083333
230,51102,9,9,"Nusa Tenggara Timur, 29-03-1990",33,Pegawai Negeri,Cerai hidup,perempuan,S1,Full-time,4,24000000,9,66333333,18,53,2,371,1,18000000,DPK,Tertagih dengan resiko rendah,16583333
231,80806,12,20,"Jambi, 20-12-1983",40,Pengusaha,Belum menikah,perempuan,SMA,Contract,1,14700000,1,59333333,19,66,4,385,1,10000000,DPK,Tertagih dengan resiko rendah,14833333
232,75372,16,13,"Lampung, 05-11-1985",38,Pegawai Swasta,Cerai hidup,laki-laki,SD,Part-time,5,200000,6,25000000,1,61,5,66,1,14500000,DPK,Tidak tertagih dengan resiko tinggi,6250000
233,38468,12,7,"Banten, 08-12-1985",38,Buruh,Cerai mati,laki-laki,D1,Full-time,3,16500000,8,63500000,15,58,3,501,2,9000000,DPK,Tertagih dengan resiko tinggi,31750000
234,38892,9,13,"Jawa Barat, 20-09-1988",35,Pengusaha,Belum menikah,perempuan,D3,Full-time,4,17500000,8,63333333,9,66,3,244,1,34500000,DPK,Tertagih dengan resiko rendah,15833333
235,21086,16,6,"Jawa Timur, 05-02-1990",33,Profesional,Belum menikah,laki-laki,D1,Retired,3,10500000,4,56333333,19,15,1,209,1,10000000,DPK,Tertagih dengan resiko rendah,14083333
236,65237,1,16,"Papua Barat, 23-12-1998",25,Profesional,Menikah,perempuan,SMA,Contract,5,12700000,1,51666667,3,8,1,306,0,4500000,DPK,Tertagih dengan resiko rendah,0
237,84414,4,8,"Kalimantan Barat, 17-07-1964",59,Profesional,Belum menikah,laki-laki,D1,Retired,5,10500000,3,52666667,8,84,8,259,2,8500000,DPK,Tertagih dengan resiko tinggi,26333333
238,71078,4,17,"Sumatera Utara, 08-05-1997",26,Pegawai Negeri,Menikah,perempuan,D3,Full-time,4,25500000,7,137833333,3,174,9,278,3,4500000,Diragukan,Tidak tertagih dengan resiko rendah,103375000
239,45095,10,1,"Lampung, 10-08-1964",59,Profesional,Cerai hidup,perempuan,D3,Retired,3,15500000,7,74333333,14,123,7,137,2,9000000,Diragukan,Tertagih dengan resiko tinggi,37166667
240,32501,2,6,"Sumatera Utara, 06-02-1973",50,Profesional,Menikah,laki-laki,S2,Retired,4,13000000,5,60166667,19,0,0,400,0,7500000,Lancar,Tertagih dengan resiko rendah,0
241,67167,3,18,"Papua Barat, 21-06-1976",47,Profesional,Belum menikah,perempuan,S2,Retired,4,13000000,5,59833333,18,48,2,461,1,6000000,DPK,Tertagih dengan resiko rendah,14958333
242,43125,11,1,"Bengkulu, 01-04-1991",32,Pegawai Swasta,Menikah,perempuan,S1,Full-time,3,24000000,9,56166667,25,41,3,510,1,7000000,DPK,Tertagih dengan resiko rendah,14041667
243,82525,17,8,"Kalimantan Selatan, 17-08-1987",36,Profesional,Cerai hidup,laki-laki,S1,Full-time,2,21000000,5,49500000,24,16,1,421,1,8500000,DPK,Tertagih dengan resiko rendah,12375000
244,35419,6,16,"Sumatera Barat, 17-09-1962",61,Buruh,Cerai mati,perempuan,SMP,Not-employed,6,3560000,6,17500000,1,94,7,45,1,15000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,4375000
245,87959,7,17,"Papua Barat, 21-06-2000",23,Profesional,Menikah,laki-laki,D3,Contract,4,22500000,6,67333333,13,110,8,186,2,8500000,Kurang lancar,Tertagih dengan resiko tinggi,33666667
246,85032,3,9,"Kalimantan Timur, 16-11-1960",63,Pegawai Negeri,Cerai mati,laki-laki,S1,Retired,4,18000000,1,62333333,1,73,6,263,1,12000000,DPK,Tertagih dengan resiko rendah,15583333
247,44780,8,5,"DKI Jakarta, 21-01-1984",39,Pengusaha,Belum menikah,laki-laki,D2,Retired,3,15500000,6,72666667,10,69,6,234,1,6000000,DPK,Tertagih dengan resiko rendah,18166667
248,17315,3,2,"Maluku, 18-08-1994",29,Buruh,Cerai hidup,laki-laki,SMP,Contract,5,5000000,3,62000000,10,23,2,256,1,5000000,DPK,Tertagih dengan resiko rendah,15500000
249,39496,16,6,"Sumatera Barat, 07-05-1996",27,Pegawai Swasta,Cerai mati,laki-laki,SMA,Contract,6,6700000,5,57166667,9,37,3,318,0,5000000,DPK,Tertagih dengan resiko rendah,0
250,60906,17,15,"Kepulauan Riau, 22-12-1977",46,Pegawai Negeri,Cerai mati,laki-laki,D2,Full-time,5,25500000,1,133500000,22,100,7,350,1,7500000,Kurang lancar,Tidak tertagih dengan resiko rendah,33375000
