,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse
389,13000000.0,55666667.0,42.0,3.0,401.0,2.0,27833333.0
390,5500000.0,54833333.0,110.0,6.0,456.0,4.0,54833333.0
391,200000.0,20666667.0,177.0,9.0,1.0,2.0,10333333.0
392,13000000.0,62500000.0,49.0,4.0,397.0,1.0,15625000.0
393,19000000.0,71333333.0,103.0,8.0,269.0,2.0,35666667.0
394,11700000.0,57833333.0,58.0,3.0,298.0,2.0,28916667.0
395,15500000.0,56166667.0,3.0,1.0,672.0,0.0,0.0
396,15500000.0,63500000.0,110.0,8.0,178.0,2.0,31750000.0
397,10500000.0,61333333.0,60.0,3.0,295.0,2.0,30666667.0
398,15500000.0,70500000.0,88.0,7.0,120.0,1.0,17625000.0
399,13000000.0,53000000.0,25.0,1.0,467.0,1.0,13250000.0
400,10500000.0,56500000.0,44.0,4.0,326.0,1.0,14125000.0
401,4700000.0,19500000.0,112.0,6.0,54.0,2.0,9750000.0
402,18000000.0,59833333.0,130.0,8.0,277.0,1.0,14958333.0
403,5500000.0,60000000.0,87.0,4.0,389.0,2.0,30000000.0
404,2600000.0,12500000.0,93.0,7.0,59.0,1.0,3125000.0
405,21000000.0,53333333.0,30.0,5.0,105.0,0.0,0.0
406,10500000.0,62000000.0,37.0,2.0,268.0,1.0,15500000.0
407,14700000.0,54500000.0,50.0,2.0,485.0,1.0,13625000.0
408,24500000.0,50333333.0,32.0,4.0,503.0,1.0,12583333.0
409,5700000.0,55500000.0,52.0,2.0,394.0,1.0,13875000.0
410,14700000.0,58333333.0,17.0,3.0,345.0,0.0,0.0
411,18000000.0,63666667.0,63.0,5.0,214.0,1.0,15916667.0
412,10500000.0,63333333.0,0.0,0.0,322.0,0.0,0.0
413,10500000.0,57666667.0,29.0,3.0,361.0,0.0,0.0
414,10700000.0,59666667.0,22.0,1.0,224.0,1.0,14916667.0
415,2600000.0,22333333.0,87.0,6.0,6.0,2.0,11166667.0
416,26000000.0,137333333.0,28.0,2.0,547.0,1.0,34333333.0
417,19000000.0,64333333.0,183.0,10.0,267.0,5.0,80416667.0
418,13000000.0,55000000.0,57.0,4.0,420.0,1.0,13750000.0
419,15500000.0,64666667.0,72.0,6.0,141.0,1.0,16166667.0
420,15500000.0,61166667.0,69.0,5.0,607.0,1.0,15291667.0
421,17500000.0,63500000.0,80.0,4.0,560.0,2.0,31750000.0
422,19000000.0,43000000.0,30.0,2.0,436.0,1.0,10750000.0
423,27000000.0,137833333.0,61.0,3.0,649.0,1.0,34458333.0
424,23000000.0,52500000.0,150.0,9.0,126.0,3.0,39375000.0
425,21000000.0,67833333.0,75.0,5.0,430.0,1.0,16958333.0
426,17500000.0,72666667.0,50.0,3.0,512.0,1.0,18166667.0
427,15500000.0,68833333.0,178.0,9.0,277.0,3.0,51625000.0
428,17500000.0,52000000.0,80.0,4.0,561.0,1.0,13000000.0
429,10500000.0,57500000.0,147.0,8.0,393.0,2.0,28750000.0
430,17500000.0,62500000.0,122.0,8.0,157.0,2.0,31250000.0
431,10500000.0,61000000.0,52.0,2.0,348.0,1.0,15250000.0
432,26000000.0,134666667.0,32.0,2.0,542.0,1.0,33666667.0
433,25500000.0,144500000.0,78.0,7.0,277.0,2.0,72250000.0
434,4700000.0,18666667.0,136.0,8.0,67.0,3.0,14000000.0
435,10500000.0,62333333.0,10.999999999999993,1.0,263.0,0.0,0.0
436,10700000.0,54500000.0,72.0,4.0,280.0,1.0,13625000.0
437,21000000.0,74166667.0,19.0,2.0,408.0,1.0,18541667.0
438,13000000.0,62666667.0,18.0,1.0,455.0,1.0,15666667.0
439,18000000.0,57333333.0,132.0,9.0,282.0,4.0,57333333.0
440,15500000.0,44000000.0,119.0,7.0,285.0,3.0,33000000.0
441,26500000.0,139666667.0,0.0,0.0,238.0,0.0,0.0
442,13000000.0,61833333.0,158.0,9.0,360.0,3.0,46375000.0
443,10500000.0,59666667.0,0.0,0.0,381.0,0.0,0.0
444,19000000.0,55333333.0,120.0,7.0,117.0,2.0,27666667.0
445,2600000.0,19500000.0,110.0,5.0,22.0,1.0,4875000.0
446,17500000.0,67166667.0,109.0,7.0,174.0,1.0,16791667.0
447,10500000.0,55166667.0,87.0,6.0,227.0,1.0,13791667.0
448,18000000.0,69666667.0,113.0,8.0,188.0,2.0,34833333.0
449,10500000.0,56000000.0,19.0,2.0,301.0,1.0,14000000.0
450,4700000.0,14499999.999999993,177.0,10.0,83.0,2.0,7250000.0
451,21000000.0,55833333.0,37.0,2.0,461.0,1.0,13958333.0
452,18000000.0,57000000.0,122.0,8.0,258.0,2.0,28500000.0
453,17500000.0,51333333.0,0.0,0.0,668.0,0.0,0.0
454,19000000.0,54500000.0,142.0,8.0,222.0,3.0,40875000.0
455,27500000.0,136833333.0,95.0,6.0,207.0,1.0,34208333.0
456,18000000.0,63333333.0,60.0,6.0,100.0,1.0,15833333.0
457,29000000.0,142666667.0,48.0,4.0,444.0,1.0,35666667.0
458,22500000.0,50166667.0,0.0,0.0,449.0,0.0,0.0
459,18500000.0,70666667.0,103.0,8.0,126.0,1.0,17666667.0
460,2120000.0,16333333.0,59.0,4.0,41.0,1.0,4083333.0
461,22500000.0,58000000.0,18.0,1.0,439.0,1.0,14500000.0
462,26000000.0,133000000.0,90.0,5.0,449.0,1.0,33250000.0
463,13500000.0,58000000.0,1.0,1.0,386.0,0.0,0.0
464,17500000.0,53333333.0,34.0,2.0,496.0,1.0,13333333.0
465,27000000.0,140666667.0,162.0,11.0,482.0,3.0,105500000.0
466,17500000.0,61333333.0,133.0,9.0,178.0,1.0,15333333.0
467,17500000.0,75166667.0,119.0,8.0,138.0,1.0,18791667.0
468,19000000.0,63000000.0,36.0,2.0,420.0,1.0,15750000.0
469,8700000.0,54500000.0,52.0,4.0,270.0,1.0,13625000.0
470,25500000.0,142500000.0,126.0,11.0,267.0,2.0,71250000.0
471,19000000.0,67500000.0,121.0,8.0,104.0,1.0,16875000.0
472,19000000.0,75666667.0,123.0,7.0,185.0,2.0,37833333.0
473,19000000.0,64000000.0,127.0,6.0,102.0,2.0,32000000.0
474,13000000.0,63500000.0,82.0,6.0,418.0,1.0,15875000.0
475,15500000.0,67166667.0,82.0,6.0,248.0,1.0,16791667.0
476,15500000.0,73833333.0,131.0,8.0,224.0,4.0,73833333.0
477,8700000.0,61000000.0,48.0,2.0,217.0,1.0,15250000.0
478,200000.0,21500000.0,140.0,9.0,80.0,2.0,10750000.0
479,13500000.0,62000000.0,13.0,1.0,328.0,0.0,0.0
480,13000000.0,65500000.0,21.0,1.0,457.0,1.0,16375000.0
481,15500000.0,60000000.0,86.0,5.0,142.0,2.0,30000000.0
482,20500000.0,66500000.0,100.0,5.0,120.0,2.0,33250000.0
483,13000000.0,58000000.0,32.0,4.0,323.0,0.0,0.0
484,14700000.0,59500000.0,35.0,2.0,300.0,1.0,14875000.0
485,17500000.0,65666667.0,74.0,6.0,134.0,1.0,16416667.0
486,27500000.0,147333333.0,104.0,8.0,195.0,1.0,36833333.0
487,13000000.0,51666667.0,43.0,2.0,484.0,1.0,12916667.0
488,10500000.0,59000000.0,9.0,1.0,340.0,0.0,0.0
489,18000000.0,53333333.0,17.0,1.0,539.0,1.0,13333333.0
490,18000000.0,79333333.0,78.0,5.0,243.0,1.0,19833333.0
491,10500000.0,59500000.0,36.0,4.0,422.0,1.0,14875000.0
492,21000000.0,70500000.0,49.0,2.0,430.0,1.0,17625000.0
493,27000000.0,142333333.0,124.0,7.0,339.0,3.0,106750000.0
494,21000000.0,38166667.0,97.0,9.0,255.0,2.0,19083333.0
495,31000000.0,139166667.0,41.0,2.0,573.0,1.0,34791667.0
496,10500000.0,55666667.0,24.0,1.0,390.0,1.0,13916667.0
497,5700000.0,53333333.0,12.0,2.0,344.0,0.0,0.0
498,17500000.0,60333333.0,124.0,9.0,281.0,3.0,45250000.0
499,4700000.0,21000000.0,155.0,10.0,63.0,3.0,15750000.0
500,18000000.0,65333333.0,123.0,9.0,260.0,1.0,16333333.0
501,14700000.0,55166667.0,28.0,2.0,340.0,1.0,13791667.0
502,19000000.0,64666667.0,111.0,7.0,278.0,2.0,32333333.0
503,10500000.0,65500000.0,45.0,3.0,349.0,1.0,16375000.0
504,22500000.0,50500000.0,56.0,4.0,372.0,1.0,12625000.0
505,14000000.0,58833333.0,51.0,4.0,328.0,1.0,14708333.0
506,11700000.0,58666667.0,56.0,3.0,308.0,1.0,14666667.0
507,8700000.0,61166667.0,13.0,2.0,345.0,0.0,0.0
508,21000000.0,59666667.0,202.0,10.0,100.99999999999991,5.0,74583333.0
509,16500000.0,59500000.0,111.0,7.0,127.0,2.0,29750000.0
510,10500000.0,64000000.0,87.0,4.0,312.0,2.0,32000000.0
511,26000000.0,134166667.0,63.0,4.0,653.0,1.0,33541667.0
512,18500000.0,54166667.0,163.0,8.0,161.0,4.0,54166667.0
513,24000000.0,64333333.0,68.0,6.0,128.0,2.0,32166667.0
514,4040000.0,23333333.0,132.0,7.0,92.0,3.0,17500000.0
515,9700000.0,60833333.0,109.0,9.0,299.0,2.0,30416667.0
516,21000000.0,73666667.0,0.0,0.0,554.0,0.0,0.0
517,23000000.0,64166667.0,60.0,6.0,260.0,1.0,16041667.0
518,21000000.0,43000000.0,38.0,2.0,346.0,1.0,10750000.0
519,15500000.0,53500000.0,146.0,8.0,278.0,1.0,13375000.0
520,2600000.0,26166667.0,95.0,5.0,62.0,1.0,6541667.0
521,10500000.0,62500000.0,40.0,3.0,229.0,1.0,15625000.0
522,18000000.0,68833333.0,16.0,1.0,474.0,1.0,17208333.0
523,13000000.0,58500000.0,80.0,6.0,492.0,1.0,14625000.0
524,13000000.0,60500000.0,17.0,1.0,472.0,1.0,15125000.0
525,10700000.0,50166667.0,27.0,3.0,398.0,1.0,12541667.0
526,17500000.0,60000000.0,129.0,8.0,232.0,2.0,30000000.0
527,200000.0,23333333.0,121.0,6.0,92.99999999999991,2.0,11666667.0
528,17500000.0,55333333.0,60.0,3.0,560.0,1.0,13833333.0
529,19000000.0,67166667.0,112.0,8.0,216.0,2.0,33583333.0
530,13000000.0,58333333.0,120.0,8.0,366.0,2.0,29166667.0
531,14700000.0,59166667.0,50.0,3.0,362.0,1.0,14791667.0
532,25500000.0,139166667.0,109.0,7.0,196.0,2.0,69583333.0
533,5500000.0,52833333.0,106.0,6.0,373.0,3.0,39625000.0
534,13000000.0,57833333.0,35.0,4.0,397.0,0.0,0.0
535,5000000.0,59500000.0,78.0,4.0,310.0,2.0,29750000.0
536,200000.0,21333333.0,113.0,8.0,68.0,2.0,10666667.0
537,14700000.0,54166667.0,32.0,3.0,323.0,1.0,13541667.0
538,18000000.0,56000000.0,142.0,9.0,153.0,3.0,42000000.0
539,2600000.0,29000000.0,103.0,7.0,74.0,2.0,14500000.0
540,2600000.0,18833333.0,55.0,5.0,11.0,1.0,4708333.0
541,17500000.0,64000000.0,62.0,5.0,100.0,1.0,16000000.0
542,29000000.0,134833333.0,171.0,10.0,486.0,2.0,67416667.0
543,17500000.0,63333333.0,164.0,9.0,153.0,2.0,31666667.0
544,5700000.0,63833333.0,37.0,3.0,349.0,1.0,15958333.0
545,12500000.0,57833333.0,0.0,0.0,221.0,0.0,0.0
546,200000.0,18833333.0,119.0,9.0,67.0,2.0,9416667.0
547,12700000.0,61166667.0,87.0,7.0,237.0,2.0,30583333.0
548,18500000.0,52000000.0,111.0,8.0,263.0,2.0,26000000.0
549,19000000.0,66833333.0,13.0,2.0,480.0,0.0,0.0
550,13000000.0,60500000.0,24.0,2.0,421.0,1.0,15125000.0
551,30000000.0,145166667.0,23.0,1.0,685.0,1.0,36291667.0
552,22500000.0,60666667.0,121.0,6.0,162.0,2.0,30333333.0
553,18000000.0,58166667.0,124.0,7.0,115.0,3.0,43625000.0
554,19000000.0,48833333.0,171.0,8.0,204.0,5.0,61041667.0
555,17500000.0,66000000.0,177.0,8.0,215.0,2.0,33000000.0
556,13000000.0,61166667.0,29.0,2.0,398.0,1.0,15291667.0
557,18000000.0,58500000.0,94.0,6.0,203.0,2.0,29250000.0
558,23000000.0,54666667.0,0.0,0.0,439.0,0.0,0.0
559,13000000.0,58000000.0,34.0,3.0,411.0,1.0,14500000.0
560,7700000.0,61166667.0,17.0,1.0,314.0,1.0,15291667.0
561,17500000.0,76000000.0,125.0,7.0,168.0,2.0,38000000.0
562,5700000.0,53000000.0,19.0,1.0,251.0,1.0,13250000.0
563,21000000.0,62833333.0,5.0,1.0,601.0,0.0,0.0
564,200000.0,19833333.0,165.0,10.0,65.0,4.0,19833333.0
565,18000000.0,61833333.0,149.0,9.0,290.0,3.0,46375000.0
566,21000000.0,64000000.0,17.0,2.0,603.0,1.0,16000000.0
567,17500000.0,73000000.0,118.0,10.0,197.0,1.0,18250000.0
568,10500000.0,59000000.0,19.999999999999993,2.0,382.0,1.0,14750000.0
569,4040000.0,20166667.0,89.0,7.0,48.0,2.0,10083333.0
570,18000000.0,64833333.0,87.0,6.0,132.0,2.0,32416667.0
571,10500000.0,61500000.0,23.0,1.0,389.0,1.0,15375000.0
572,15500000.0,62666667.0,97.0,7.0,226.0,1.0,15666667.0
573,200000.0,21500000.0,158.0,7.0,54.0,3.0,16125000.0
574,7700000.0,56666667.0,14.0,1.0,350.0,0.0,0.0
575,6700000.0,60500000.0,12.0,1.0,368.0,0.0,0.0
576,13000000.0,58166667.0,111.0,8.0,402.0,3.0,43625000.0
577,7700000.0,56000000.0,30.0,1.0,238.0,1.0,14000000.0
578,8700000.0,57000000.0,109.0,5.0,251.0,3.0,42750000.0
579,26000000.0,141000000.0,43.0,3.0,238.0,1.0,35250000.0
580,13000000.0,58833333.0,155.0,9.0,400.0,3.0,44125000.0
581,13000000.0,54666667.0,67.0,5.0,440.0,1.0,13666667.0
582,10500000.0,56333333.0,28.0,1.0,257.0,1.0,14083333.0
583,22500000.0,61500000.0,87.0,6.0,180.0,1.0,15375000.0
584,6700000.0,56333333.0,14.0,2.0,391.0,0.0,0.0
585,26000000.0,140333333.0,43.0,2.0,530.0,1.0,35083333.0
586,13500000.0,57166667.0,27.0,1.0,450.0,1.0,14291667.0
587,18000000.0,74333333.0,134.0,8.0,130.0,3.0,55750000.0
588,18000000.0,66166667.0,110.0,5.0,677.0,2.0,33083333.0
589,19000000.0,69000000.0,80.0,4.0,560.0,2.0,34500000.0
590,17500000.0,67333333.0,61.0,5.0,186.0,1.0,16833333.0
591,9700000.0,55500000.0,22.0,2.0,201.0,1.0,13875000.0
592,200000.0,19166667.0,154.0,9.0,30.0,1.0,4791667.0
593,18500000.0,65000000.0,159.0,10.0,173.0,2.0,32500000.0
594,18000000.0,73333333.0,88.0,7.0,260.0,1.0,18333333.0
595,10500000.0,54666667.0,19.999999999999993,2.0,305.0,0.0,0.0
596,13000000.0,56666667.0,46.0,2.0,470.0,1.0,14166667.0
597,25500000.0,135833333.0,154.0,9.0,353.0,4.0,135833333.0
598,17500000.0,44333333.0,155.0,10.0,105.0,2.0,22166667.0
599,19000000.0,50500000.0,38.0,3.0,411.0,1.0,12625000.0
600,26000000.0,135166667.0,80.0,3.0,441.0,1.0,33791667.0
601,10500000.0,61333333.0,46.0,4.0,218.0,1.0,15333333.0
602,10500000.0,58000000.0,94.0,5.0,313.0,1.0,14500000.0
603,15500000.0,52833333.0,43.0,2.0,660.0,1.0,13208333.0
604,10500000.0,65500000.0,37.0,3.0,434.0,1.0,16375000.0
605,25500000.0,138833333.0,72.0,3.0,481.0,1.0,34708333.0
606,21000000.0,51000000.0,29.0,3.0,543.0,0.0,0.0
607,9700000.0,56666667.0,84.0,6.0,397.0,2.0,28333333.0
608,18000000.0,62833333.0,106.0,7.0,293.0,2.0,31416667.0
609,5700000.0,56500000.0,132.0,7.0,326.0,3.0,42375000.0
610,13000000.0,58333333.0,1.0,1.0,425.0,0.0,0.0
611,18000000.0,58500000.0,45.0,2.0,596.0,1.0,14625000.0
612,13000000.0,63500000.0,0.0,0.0,417.0,0.0,0.0
613,6700000.0,57833333.0,65.0,5.0,356.0,1.0,14458333.0
614,18000000.0,56333333.0,10.0,3.0,458.0,0.0,0.0
615,18000000.0,58166667.0,12.0,1.0,517.0,0.0,0.0
616,13700000.0,62333333.0,64.0,3.0,431.0,2.0,31166667.0
617,24000000.0,60000000.0,38.0,4.0,529.0,1.0,15000000.0
618,10500000.0,57666667.0,53.0,3.0,274.0,1.0,14416667.0
619,26000000.0,136000000.0,32.0,3.0,562.0,1.0,34000000.0
620,22500000.0,72333333.0,132.0,8.0,113.0,4.0,72333333.0
621,13000000.0,61000000.0,15.0,2.0,422.0,0.0,0.0
622,19000000.0,69833333.0,32.0,3.0,478.0,1.0,17458333.0
623,200000.0,16666666.999999993,84.0,5.0,57.0,2.0,8333333.0
624,21000000.0,68500000.0,21.0,1.0,411.0,1.0,17125000.0
625,26000000.0,135833333.0,64.0,3.0,590.0,1.0,33958333.0
626,15500000.0,61166667.0,10.999999999999993,1.0,470.0,0.0,0.0
627,13000000.0,60666667.0,145.0,8.0,468.0,2.0,30333333.0
628,10500000.0,57500000.0,66.0,4.0,339.0,2.0,28750000.0
629,15500000.0,48000000.0,158.0,10.0,206.0,2.0,24000000.0
630,18000000.0,67833333.0,104.0,5.0,469.0,1.0,16958333.0
631,200000.0,15333333.0,112.0,9.0,94.0,2.0,7666667.0
632,24000000.0,71833333.0,101.0,6.0,208.0,2.0,35916667.0
633,13000000.0,58500000.0,46.0,2.0,454.0,1.0,14625000.0
634,11700000.0,61666667.0,51.0,4.0,350.0,1.0,15416667.0
635,10700000.0,62500000.0,121.0,8.0,450.0,1.0,15625000.0
636,10500000.0,61333333.0,121.0,8.0,262.0,2.0,30666667.0
637,18500000.0,48166667.0,0.0,0.0,436.0,0.0,0.0
638,19000000.0,68500000.0,75.0,8.0,293.0,2.0,34250000.0
639,13700000.0,62666667.0,33.0,4.0,347.0,1.0,15666667.0
640,11700000.0,56166667.0,37.0,2.0,256.0,1.0,14041667.0
641,13000000.0,57333333.0,0.0,0.0,469.0,0.0,0.0
642,18000000.0,55333333.0,100.0,7.0,182.0,1.0,13833333.0
643,13000000.0,59000000.0,32.0,2.0,487.0,1.0,14750000.0
644,18000000.0,63666667.0,52.0,5.0,221.0,1.0,15916667.0
645,2600000.0,21000000.0,95.0,6.0,91.0,3.0,15750000.0
646,20500000.0,67666667.0,103.0,9.0,173.0,2.0,33833333.0
647,24000000.0,69500000.0,133.0,6.0,274.0,2.0,34750000.0
648,24000000.0,59333333.0,75.0,4.0,416.0,1.0,14833333.0
649,13000000.0,57333333.0,63.0,3.0,349.0,1.0,14333333.0
650,2600000.0,22666667.0,87.0,7.0,83.0,1.0,5666667.0
651,17500000.0,59166667.0,108.0,6.0,245.0,1.0,14791667.0
652,29000000.0,140833333.0,16.0,2.0,470.0,1.0,35208333.0
653,22500000.0,48000000.0,145.0,7.0,462.0,3.0,36000000.0
654,10500000.0,60166667.0,13.0,1.0,390.0,0.0,0.0
655,15500000.0,75166667.0,78.0,5.0,180.0,1.0,18791667.0
656,22500000.0,58333333.0,35.0,2.0,477.0,1.0,14583333.0
657,2600000.0,20000000.0,94.0,5.0,88.0,4.0,20000000.0
658,13000000.0,55833333.0,188.0,8.0,350.0,3.0,41875000.0
659,21000000.0,61000000.0,127.0,7.0,166.0,2.0,30500000.0
660,29000000.0,142833333.0,142.0,7.0,420.0,5.0,178541667.0
661,19000000.0,48833333.0,51.0,3.0,655.0,2.0,24416667.0
662,22500000.0,44833333.0,38.0,3.0,601.0,1.0,11208333.0
663,12500000.0,57500000.0,49.0,4.0,308.0,1.0,14375000.0
664,23000000.0,72166667.0,42.0,4.0,146.0,1.0,18041667.0
665,12700000.0,60000000.0,70.0,6.0,306.0,1.0,15000000.0
666,21000000.0,53666667.0,19.0,2.0,659.0,0.0,0.0
667,15500000.0,70500000.0,42.0,2.0,412.0,1.0,17625000.0
668,10500000.0,62166667.0,62.0,4.0,328.0,2.0,31083333.0
669,13000000.0,60333333.0,19.999999999999993,1.0,443.0,1.0,15083333.0
670,13500000.0,63833333.0,32.0,2.0,412.0,1.0,15958333.0
671,10500000.0,56333333.0,24.0,1.0,345.0,1.0,14083333.0
672,17500000.0,80666667.0,114.0,6.0,130.0,3.0,60500000.0
673,18000000.0,55000000.0,118.0,7.0,232.0,1.0,13750000.0
674,13000000.0,61500000.0,68.0,3.0,355.0,1.0,15375000.0
675,26000000.0,142333333.0,45.0,3.0,676.0,1.0,35583333.0
676,10500000.0,56500000.0,54.0,4.0,367.0,1.0,14125000.0
677,5500000.0,58833333.0,54.0,3.0,310.0,1.0,14708333.0
678,10500000.0,56333333.0,43.0,2.0,229.0,1.0,14083333.0
679,11700000.0,57500000.0,23.0,1.0,242.0,1.0,14375000.0
680,10500000.0,58000000.0,33.0,3.0,347.0,1.0,14500000.0
681,18000000.0,67333333.0,108.0,6.0,106.0,2.0,33666667.0
682,13000000.0,63000000.0,169.0,9.0,305.0,5.0,78750000.0
683,21000000.0,69166667.0,131.0,10.0,252.0,3.0,51875000.0
684,18000000.0,65666667.0,57.0,4.0,495.0,1.0,16416667.0
685,25500000.0,134833333.0,91.0,8.0,398.0,1.0,33708333.0
686,19000000.0,54333333.0,0.0,0.0,531.0,0.0,0.0
687,6700000.0,55166667.0,67.0,6.0,349.0,2.0,27583333.0
688,24000000.0,61333333.0,159.0,9.0,217.0,2.0,30666667.0
689,11700000.0,57500000.0,126.0,10.0,276.0,1.0,14375000.0
690,5700000.0,59000000.0,92.0,9.0,447.0,1.0,14750000.0
691,13000000.0,58833333.0,19.0,2.0,489.0,1.0,14708333.0
692,21000000.0,63833333.0,127.0,10.0,175.0,2.0,31916667.0
693,21000000.0,72166667.0,14.0,1.0,421.0,0.0,0.0
694,19000000.0,60166667.0,61.0,6.0,104.0,2.0,30083333.0
695,16500000.0,57666667.0,138.0,7.0,128.0,2.0,28833333.0
696,15500000.0,61000000.0,104.0,5.0,143.0,1.0,15250000.0
697,14700000.0,61166667.0,72.0,6.0,275.0,1.0,15291667.0
698,13000000.0,64166667.0,48.0,2.0,349.0,1.0,16041667.0
699,15500000.0,73333333.0,137.0,8.0,124.0,2.0,36666667.0
700,21000000.0,60666667.0,111.0,7.0,227.0,2.0,30333333.0
701,15500000.0,61000000.0,137.0,8.0,192.0,4.0,61000000.0
702,4700000.0,17166667.0,122.0,8.0,55.0,1.0,4291667.0
703,10700000.0,55500000.0,59.0,3.0,331.0,1.0,13875000.0
704,15500000.0,42166667.0,31.0,2.0,692.0,1.0,10541667.0
705,26000000.0,136166667.0,47.0,2.0,673.0,1.0,34041667.0
706,18000000.0,54666667.0,23.0,1.0,637.0,1.0,13666667.0
707,20500000.0,59833333.0,54.0,4.0,131.0,1.0,14958333.0
708,17500000.0,65666667.0,152.0,10.0,173.0,3.0,49250000.0
709,18000000.0,47000000.0,98.0,7.0,214.0,1.0,11750000.0
710,18000000.0,63833333.0,15.0,1.0,532.0,1.0,15958333.0
711,24000000.0,54833333.0,117.0,5.0,433.0,2.0,27416667.0
712,25500000.0,142500000.0,140.0,7.0,354.0,2.0,71250000.0
713,18000000.0,60833333.0,38.0,3.0,461.0,2.0,30416667.0
714,7500000.0,63166667.0,27.0,1.0,491.0,1.0,15791667.0
715,18500000.0,50166667.0,126.0,9.0,167.0,3.0,37625000.0
716,8700000.0,60500000.0,52.0,3.0,317.0,1.0,15125000.0
717,10700000.0,58166667.0,9.0,1.0,342.0,0.0,0.0
718,17500000.0,61333333.0,90.0,6.0,242.0,1.0,15333333.0
719,15500000.0,43666667.0,70.0,4.0,165.0,1.0,10916667.0
720,20500000.0,55000000.0,91.0,7.0,242.0,1.0,13750000.0
721,13000000.0,59000000.0,15.0,2.0,446.0,0.0,0.0
722,26000000.0,135333333.0,50.0,3.0,419.0,1.0,33833333.0
723,18500000.0,48833333.0,62.0,4.0,682.0,1.0,12208333.0
724,19000000.0,61333333.0,88.0,5.0,189.0,2.0,30666667.0
725,12700000.0,50833333.0,10.0,1.0,337.0,0.0,0.0
726,15500000.0,60166667.0,76.0,5.0,422.0,2.0,30083333.0
727,21000000.0,77333333.0,10.0,1.0,557.0,0.0,0.0
728,9700000.0,61000000.0,85.0,4.0,358.0,1.0,15250000.0
729,13000000.0,61833333.0,17.0,1.0,428.0,1.0,15458333.0
730,9700000.0,61833333.0,17.0,2.0,217.0,0.0,0.0
731,4700000.0,15333333.0,136.0,10.0,5.0,2.0,7666667.0
732,13000000.0,56666667.0,25.0,2.0,443.0,1.0,14166667.0
733,10500000.0,60833333.0,33.0,2.0,255.0,1.0,15208333.0
734,10500000.0,61000000.0,66.0,5.0,222.0,1.0,15250000.0
735,10500000.0,53500000.0,0.0,0.0,359.0,0.0,0.0
736,4700000.0,17833333.000000007,103.0,7.0,68.0,1.0,4458333.0
737,9700000.0,61333333.0,6.0,2.0,313.0,0.0,0.0
738,5700000.0,58333333.0,48.0,2.0,481.0,1.0,14583333.0
739,22500000.0,72333333.0,42.0,5.0,577.0,0.0,0.0
740,7700000.0,59333333.0,44.0,3.0,462.0,1.0,14833333.0
741,17500000.0,62666667.0,55.0,3.0,689.0,3.0,47000000.0
742,10500000.0,60833333.0,60.0,5.0,318.0,1.0,15208333.0
743,17500000.0,75833333.0,77.0,5.0,581.0,1.0,18958333.0
744,21000000.0,60333333.0,62.0,3.0,662.0,1.0,15083333.0
745,5700000.0,59166667.0,26.0,2.0,244.0,0.0,0.0
746,13000000.0,55000000.0,30.0,1.0,462.0,1.0,13750000.0
747,15500000.0,64666667.0,105.0,6.0,103.0,1.0,16166667.0
748,10500000.0,57333333.0,65.0,3.0,208.0,1.0,14333333.0
749,2600000.0,25833333.0,133.0,6.0,66.0,2.0,12916667.0
750,8700000.0,68500000.0,69.0,4.0,452.0,1.0,17125000.0
751,17500000.0,64000000.0,134.0,10.0,169.0,3.0,48000000.0
752,24000000.0,65500000.0,156.0,8.0,290.0,2.0,32750000.0
753,22500000.0,56500000.0,63.0,5.0,272.0,1.0,14125000.0
754,21000000.0,57500000.0,154.0,9.0,267.0,3.0,43125000.0
755,17500000.0,56333333.0,98.0,6.0,263.0,1.0,14083333.0
756,10500000.0,55666667.0,104.0,5.0,295.0,2.0,27833333.0
757,18000000.0,68166667.0,169.0,10.0,258.0,2.0,34083333.0
758,22500000.0,79666667.0,87.0,7.0,185.0,2.0,39833333.0
759,11500000.0,60333333.0,79.0,7.0,359.0,1.0,15083333.0
760,10500000.0,58000000.0,24.0,2.0,242.0,1.0,14500000.0
761,24000000.0,62833333.0,16.0,1.0,300.0,1.0,15708333.0
762,18000000.0,72833333.0,131.0,8.0,286.0,2.0,36416667.0
763,13000000.0,61000000.0,73.0,3.0,390.0,1.0,15250000.0
764,17500000.0,65500000.0,171.0,10.0,134.0,2.0,32750000.0
765,21000000.0,60666667.0,116.0,8.0,209.0,1.0,15166667.0
766,200000.0,23500000.0,54.0,7.0,51.0,0.0,0.0
767,18500000.0,73333333.0,95.0,6.0,189.0,1.0,18333333.0
768,17500000.0,56166667.0,137.0,8.0,121.0,2.0,28083333.0
769,24000000.0,69500000.0,152.0,10.0,220.0,2.0,34750000.0
770,19000000.0,59166667.0,97.0,8.0,208.0,1.0,14791667.0
771,27000000.0,141333333.0,154.0,7.0,366.0,3.0,106000000.0
772,10500000.0,56333333.0,23.0,2.0,290.0,1.0,14083333.0
773,10500000.0,58000000.0,35.0,2.0,247.0,1.0,14500000.0
774,24000000.0,60166667.0,118.0,8.0,191.0,3.0,45125000.0
775,15500000.0,74833333.0,23.0,2.0,554.0,1.0,18708333.0
776,6700000.0,59500000.0,59.0,3.0,429.0,1.0,14875000.0
777,13000000.0,54166667.0,24.0,2.0,436.0,1.0,13541667.0
