,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
160,Wanita,67,S2,Sudah menikah,Retired,4,23000000.0,2023-01-27,20875000.0,18500000,16250000,120,7,Tidak tertagih,209,1,6000000,20875000.0,Kurang lancar
161,Wanita,64,S1,Sudah menikah,Retired,3,18000000.0,2023-09-12,19333333.33333333,15000000,14500000,55,3,Tertagih,497,2,13500000,38666666.66666666,DPK
162,Pria,39,D2,Sudah menikah,Full-time,4,22500000.0,2023-07-23,14416666.666666666,7500000,6950000,84,4,Tertagih,574,2,7500000,28833333.33333333,DPK
163,Pria,38,S1,Sudah menikah,Full-time,4,19000000.0,2023-03-25,17208333.333333332,25000000,16000000,106,8,Tidak tertagih,203,2,13500000,34416666.666666664,Kurang lancar
164,Pria,49,S1,Sudah menikah,Full-time,4,19000000.0,2023-08-21,13708333.333333334,8000000,4200000,89,9,Tidak tertagih,245,1,5000000,13708333.333333334,DPK
165,Wanita,76,S1,Sudah menikah,Retired,4,13000000.0,2023-02-28,15166666.666666666,16000000,15800000,22,2,Tertagih,459,1,4000000,15166666.666666666,DPK
166,Pria,20,SMA,Belum menikah,Contract,1,12700000.0,2023-07-17,13875000.0,16500000,16450000,19,2,Tidak tertagih,349,0,9000000,0.0,DPK
167,Pria,50,S2,Sudah menikah,Retired,2,26000000.0,2023-01-25,34708333.333333336,32000000,25700000,27,2,Tertagih,677,1,5000000,34708333.333333336,DPK
168,Wanita,75,S1,Sudah menikah,Retired,3,21000000.0,2023-05-29,16875000.0,24000000,20400000,72,3,Tertagih,409,1,12500000,16875000.0,DPK
169,Pria,49,D3,Sudah menikah,Self-employed,4,25500000.0,2023-04-29,34375000.0,36000000,26600000,109,6,Tidak tertagih,350,2,19000000,68750000.0,Kurang lancar
170,Pria,56,S2,Sudah menikah,Retired,4,13000000.0,2023-01-01,14416666.666666666,11000000,8400000,34,4,Tertagih,497,1,13500000,14416666.666666666,DPK
171,Pria,37,D1,Sudah menikah,Full-time,4,27500000.0,2023-01-15,33916666.666666664,32000000,28400000,121,9,Tidak tertagih,129,1,7500000,33916666.666666664,Diragukan
172,Pria,20,SMA,Belum menikah,Part-time,1,5700000.0,2023-05-18,15250000.0,13500000,10550000,17,1,Tidak tertagih,381,1,3000000,15250000.0,DPK
173,Wanita,71,D2,Sudah menikah,Retired,3,15500000.0,2023-07-20,15583333.333333334,12500000,10850000,129,9,Tidak tertagih,137,1,9500000,15583333.333333334,Diragukan
174,Pria,25,SMA,Sudah menikah,Contract,5,6700000.0,2023-09-20,13416666.666666666,10500000,9050000,30,2,Tertagih,236,1,5500000,13416666.666666666,DPK
175,Pria,42,S1,Sudah menikah,Full-time,4,24000000.0,2023-02-14,13541666.666666666,16500000,15850000,8,1,Tertagih,530,0,6500000,0.0,DPK
176,Wanita,58,S2,Sudah menikah,Retired,2,13000000.0,2023-05-14,14583333.333333334,19000000,10600000,22,2,Tertagih,483,0,8000000,0.0,DPK
177,Pria,25,D1,Sudah menikah,Part-time,3,10500000.0,2023-01-21,16166666.666666666,11500000,6850000,16,1,Tertagih,373,1,14500000,16166666.666666666,DPK
178,Wanita,67,S2,Sudah menikah,Retired,3,18000000.0,2023-08-25,18500000.0,24000000,19200000,81,6,Tidak tertagih,194,2,9000000,37000000.0,DPK
179,Wanita,56,D2,Sudah menikah,Retired,4,10500000.0,2023-04-22,15375000.0,10000000,7400000,56,3,Tertagih,385,1,7000000,15375000.0,DPK
180,Wanita,18,SMP,Belum menikah,Not-employed,1,1640000.0,2023-02-10,5666666.666666667,18500000,15350000,96,8,Tidak tertagih,34,1,8000000,5666666.666666667,Kurang lancar
181,Pria,37,D3,Sudah menikah,Full-time,4,17500000.0,2023-08-24,16708333.333333334,8500000,7650000,114,7,Tidak tertagih,193,2,8500000,33416666.666666668,Kurang lancar
182,Wanita,55,S3,Sudah menikah,Retired,4,21000000.0,2023-06-26,16791666.666666668,5000000,3900000,129,7,Tidak tertagih,285,2,37000000,33583333.333333336,Diragukan
183,Wanita,21,SD,Belum menikah,Internship,2,200000.0,2023-03-04,3958333.3333333335,37500000,20950000,134,7,Tidak tertagih,23,1,9000000,3958333.3333333335,Diragukan
184,Wanita,22,SD,Belum menikah,Part-time,1,200000.0,2023-02-25,4625000.0,31500000,26150000,162,8,Tidak tertagih,86,2,9000000,9250000.0,Diragukan
185,Pria,42,S1,Sudah menikah,Full-time,4,19000000.0,2023-02-14,15791666.666666666,7500000,6650000,96,9,Tidak tertagih,163,1,21500000,15791666.666666666,Kurang lancar
186,Pria,55,S2,Sudah menikah,Retired,4,13000000.0,2023-01-26,13291666.666666666,15500000,15350000,41,3,Tertagih,312,1,31500000,13291666.666666666,DPK
187,Wanita,66,D3,Sudah menikah,Retired,4,10500000.0,2023-04-19,14625000.0,11500000,9650000,119,7,Tidak tertagih,324,2,9000000,29250000.0,Kurang lancar
188,Wanita,70,D2,Sudah menikah,Retired,5,15500000.0,2023-01-21,11375000.0,27000000,13500000,76,7,Tidak tertagih,224,1,7000000,11375000.0,DPK
189,Pria,18,SMA,Belum menikah,Contract,2,11700000.0,2023-09-22,14291666.666666666,19500000,13950000,0,0,Tertagih,331,0,9000000,0.0,Lancar
190,Wanita,67,S1,Sudah menikah,Retired,2,22000000.0,2023-03-08,17208333.333333332,13000000,9200000,34,3,Tertagih,482,1,9500000,17208333.333333332,DPK
191,Wanita,68,D3,Sudah menikah,Retired,5,20500000.0,2023-07-29,14125000.0,25500000,17750000,100,8,Tidak tertagih,250,2,5500000,28250000.0,Kurang lancar
192,Wanita,28,SMP,Sudah menikah,Not-employed,5,200000.0,2023-07-08,3625000.0,12500000,7050000,133,7,Tidak tertagih,29,3,18500000,10875000.0,Diragukan
193,Pria,69,D3,Sudah menikah,Retired,3,10500000.0,2023-03-02,14291666.666666666,16000000,10200000,90,4,Tertagih,333,2,11000000,28583333.33333333,DPK
194,Pria,27,D1,Sudah menikah,Contract,4,10500000.0,2023-09-05,14791666.666666666,6500000,6150000,16,1,Tertagih,478,1,11500000,14791666.666666666,DPK
195,Pria,39,D3,Sudah menikah,Full-time,4,22500000.0,2023-01-28,13875000.0,1000000,500000,68,4,Tertagih,488,1,9000000,13875000.0,DPK
196,Wanita,80,D3,Sudah menikah,Retired,3,10500000.0,2023-07-06,14416666.666666666,10500000,6150000,49,4,Tertagih,327,1,4000000,14416666.666666666,DPK
197,Pria,25,D1,Sudah menikah,Contract,5,10500000.0,2023-05-07,15666666.666666666,11500000,8050000,101,4,Tertagih,406,1,7000000,15666666.666666666,Kurang lancar
198,Wanita,60,S2,Sudah menikah,Retired,2,23000000.0,2023-05-02,18458333.33333333,14000000,8300000,17,3,Tertagih,452,0,8000000,0.0,DPK
199,Wanita,75,S2,Sudah menikah,Retired,4,23000000.0,2023-04-14,16208333.333333334,29000000,19900000,134,8,Tidak tertagih,218,2,7000000,32416666.666666668,Diragukan
200,Pria,27,SMA,Sudah menikah,Contract,7,5700000.0,2023-08-15,14666666.666666666,17500000,10450000,121,5,Tidak tertagih,370,2,11500000,29333333.33333333,Diragukan
201,Pria,57,S1,Sudah menikah,Retired,3,13000000.0,2023-07-23,13666666.666666666,15500000,14450000,61,3,Tertagih,422,2,12000000,27333333.33333333,DPK
202,Pria,69,S2,Sudah menikah,Retired,2,13000000.0,2023-03-14,13541666.666666666,19000000,9600000,47,3,Tertagih,489,1,8500000,13541666.666666666,DPK
203,Wanita,53,S1,Sudah menikah,Retired,4,21000000.0,2023-01-02,16250000.0,13000000,10800000,82,8,Tidak tertagih,243,1,7500000,16250000.0,DPK
204,Pria,25,SMA,Sudah menikah,Part-time,6,8700000.0,2023-06-01,15750000.0,18500000,18450000,78,3,Tidak tertagih,475,2,8500000,31500000.0,DPK
205,Pria,79,S2,Sudah menikah,Retired,2,13000000.0,2023-08-08,15666666.666666666,4500000,4450000,3,1,Tidak tertagih,312,0,9000000,0.0,DPK
206,Pria,52,S2,Sudah menikah,Retired,2,13000000.0,2023-05-29,14083333.333333334,16500000,15650000,2,1,Tertagih,460,0,5000000,0.0,DPK
207,Wanita,66,S2,Sudah menikah,Retired,2,18000000.0,2023-08-25,15375000.0,14000000,11100000,87,8,Tidak tertagih,199,1,8500000,15375000.0,DPK
208,Pria,45,S2,Sudah menikah,Full-time,3,19000000.0,2023-07-08,15041666.666666666,4000000,2200000,123,9,Tidak tertagih,187,3,4000000,45125000.0,Diragukan
209,Pria,47,S1,Sudah menikah,Full-time,4,24000000.0,2023-03-21,16625000.0,23000000,14900000,62,8,Tidak tertagih,189,1,7500000,16625000.0,DPK
210,Wanita,70,D1,Sudah menikah,Retired,4,10500000.0,2023-03-07,13708333.333333334,13500000,12250000,17,1,Tidak tertagih,393,1,9000000,13708333.333333334,DPK
211,Wanita,55,D3,Sudah menikah,Retired,4,15500000.0,2023-03-14,15708333.333333334,17500000,10350000,106,6,Tidak tertagih,184,1,5500000,15708333.333333334,Kurang lancar
212,Wanita,73,S2,Sudah menikah,Retired,3,16000000.0,2023-08-26,16416666.666666666,3500000,2850000,9,2,Tertagih,484,0,6500000,0.0,DPK
213,Wanita,80,S1,Sudah menikah,Retired,2,21000000.0,2023-09-01,15791666.666666666,18500000,15250000,9,3,Tertagih,434,0,8500000,0.0,DPK
214,Wanita,72,D3,Sudah menikah,Retired,3,15500000.0,2023-03-21,17500000.0,7000000,3700000,130,8,Tidak tertagih,233,2,9000000,35000000.0,Diragukan
215,Pria,58,D3,Sudah menikah,Retired,5,10500000.0,2023-08-20,16083333.333333334,9000000,5600000,76,4,Tertagih,276,1,7500000,16083333.333333334,DPK
216,Pria,37,S1,Sudah menikah,Full-time,3,24000000.0,2023-07-14,16958333.333333332,3000000,2900000,58,3,Tertagih,484,1,9500000,16958333.333333332,DPK
217,Wanita,63,D3,Sudah menikah,Retired,3,10500000.0,2023-01-15,14041666.666666666,7500000,4950000,32,4,Tertagih,296,0,6000000,0.0,DPK
218,Wanita,80,D1,Sudah menikah,Retired,4,18500000.0,2023-07-09,15708333.333333334,2000000,1200000,149,9,Tidak tertagih,184,2,11000000,31416666.666666668,Diragukan
219,Pria,77,S1,Sudah menikah,Retired,2,13000000.0,2023-04-26,13833333.333333334,11000000,8300000,82,6,Tidak tertagih,464,2,7000000,27666666.666666668,DPK
220,Wanita,64,S2,Sudah menikah,Retired,2,18000000.0,2023-02-16,13625000.0,14500000,14150000,145,7,Tidak tertagih,101,2,10500000,27250000.0,Diragukan
221,Pria,33,S1,Sudah menikah,Full-time,2,21000000.0,2023-03-28,16083333.333333334,23500000,20650000,69,3,Tertagih,672,1,9000000,16083333.333333334,DPK
222,Wanita,70,S1,Sudah menikah,Retired,2,14000000.0,2023-05-04,14125000.0,13000000,8100000,106,5,Tidak tertagih,458,2,5000000,28250000.0,Kurang lancar
223,Pria,44,D3,Sudah menikah,Full-time,3,19500000.0,2023-02-15,17416666.666666668,29000000,24900000,72,5,Tertagih,500,1,10500000,17416666.666666668,DPK
224,Pria,47,D1,Sudah menikah,Full-time,3,22500000.0,2023-03-30,14875000.0,24500000,19850000,145,8,Tidak tertagih,181,2,7500000,29750000.0,Diragukan
225,Wanita,28,SMP,Sudah menikah,Not-employed,7,2600000.0,2023-07-09,4166666.6666666665,9500000,8950000,147,7,Tidak tertagih,64,1,12500000,4166666.6666666665,Diragukan
226,Wanita,57,S1,Sudah menikah,Retired,4,13000000.0,2023-01-09,17083333.333333332,7500000,7450000,27,1,Tertagih,328,1,5000000,17083333.333333332,DPK
227,Pria,44,D3,Sudah menikah,Full-time,3,17500000.0,2023-08-18,13125000.0,9500000,4850000,0,0,Tertagih,490,0,19500000,0.0,Lancar
228,Wanita,62,D3,Sudah menikah,Retired,3,15500000.0,2023-05-31,14625000.0,7500000,4950000,16,2,Tertagih,402,0,5500000,0.0,DPK
229,Pria,39,D3,Sudah menikah,Full-time,3,19500000.0,2023-03-02,13541666.666666666,19500000,15950000,55,2,Tertagih,629,2,16500000,27083333.33333333,DPK
230,Pria,44,S1,Sudah menikah,Full-time,4,24000000.0,2023-09-22,16583333.333333334,25500000,18650000,53,2,Tertagih,371,1,18000000,16583333.333333334,DPK
231,Pria,18,SMA,Belum menikah,Contract,1,14700000.0,2023-01-15,14833333.333333334,8000000,4400000,66,4,Tertagih,385,1,10000000,14833333.333333334,DPK
232,Pria,27,SD,Sudah menikah,Part-time,5,200000.0,2023-06-02,6250000.0,8500000,4750000,61,5,Tidak tertagih,66,1,14500000,6250000.0,DPK
233,Pria,30,D1,Sudah menikah,Full-time,3,16500000.0,2023-08-21,15875000.0,1500000,950000,58,3,Tertagih,501,2,9000000,31750000.0,DPK
234,Pria,42,D3,Sudah menikah,Full-time,4,17500000.0,2023-08-02,15833333.333333334,28500000,14350000,66,3,Tidak tertagih,244,1,34500000,15833333.333333334,DPK
235,Pria,61,D1,Sudah menikah,Retired,3,10500000.0,2023-04-03,14083333.333333334,8000000,7500000,15,1,Tertagih,209,1,10000000,14083333.333333334,DPK
236,Pria,31,SMA,Sudah menikah,Contract,5,12700000.0,2023-01-28,12916666.666666666,19500000,12650000,8,1,Tidak tertagih,306,0,4500000,0.0,DPK
237,Wanita,79,D1,Sudah menikah,Retired,5,10500000.0,2023-03-08,13166666.666666666,9500000,8750000,84,8,Tidak tertagih,259,2,8500000,26333333.33333333,DPK
238,Wanita,39,D3,Sudah menikah,Full-time,4,25500000.0,2023-07-03,34458333.333333336,31500000,21350000,174,9,Tidak tertagih,278,3,4500000,103375000.0,Diragukan
239,Wanita,80,D3,Sudah menikah,Retired,3,15500000.0,2023-07-02,18583333.33333333,11500000,9850000,123,7,Tidak tertagih,137,2,9000000,37166666.66666666,Diragukan
240,Pria,80,S2,Sudah menikah,Retired,4,13000000.0,2023-05-12,15041666.666666666,10000000,9100000,0,0,Tertagih,400,0,7500000,0.0,Lancar
241,Wanita,56,S2,Sudah menikah,Retired,4,13000000.0,2023-05-13,14958333.333333334,15000000,11000000,48,2,Tertagih,461,1,6000000,14958333.333333334,DPK
242,Pria,32,S1,Sudah menikah,Full-time,3,24000000.0,2023-09-16,14041666.666666666,5000000,3000000,41,3,Tertagih,510,1,7000000,14041666.666666666,DPK
243,Pria,35,S1,Sudah menikah,Full-time,2,21000000.0,2023-05-27,12375000.0,12000000,9500000,16,1,Tertagih,421,1,8500000,12375000.0,DPK
244,Pria,24,SMP,Sudah menikah,Not-employed,6,3560000.0,2023-06-15,4375000.0,4000000,2300000,94,7,Tidak tertagih,45,1,15000000,4375000.0,Kurang lancar
245,Pria,48,D3,Sudah menikah,Contract,4,22500000.0,2023-06-07,16833333.333333332,24000000,12700000,110,8,Tidak tertagih,186,2,8500000,33666666.666666664,Kurang lancar
246,Wanita,62,S1,Sudah menikah,Retired,4,18000000.0,2023-01-25,15583333.333333334,11000000,9600000,73,6,Tidak tertagih,263,1,12000000,15583333.333333334,DPK
247,Wanita,70,D2,Sudah menikah,Retired,3,15500000.0,2023-06-11,18166666.666666668,16000000,15800000,69,6,Tidak tertagih,234,1,6000000,18166666.666666668,DPK
248,Pria,30,SMP,Sudah menikah,Contract,5,5000000.0,2023-03-22,15500000.0,6000000,4600000,23,2,Tidak tertagih,256,1,5000000,15500000.0,DPK
249,Pria,28,SMA,Sudah menikah,Contract,6,6700000.0,2023-05-06,14291666.666666666,13000000,7200000,37,3,Tidak tertagih,318,0,5000000,0.0,DPK
250,Pria,44,D2,Sudah menikah,Full-time,5,25500000.0,2023-01-05,33375000.0,37500000,29250000,100,7,Tidak tertagih,350,1,7500000,33375000.0,Kurang lancar
251,Wanita,63,D3,Sudah menikah,Retired,4,20500000.0,2023-01-30,20791666.666666668,13000000,8100000,115,9,Tidak tertagih,169,2,5000000,41583333.333333336,Kurang lancar
252,Wanita,60,D3,Sudah menikah,Retired,3,15500000.0,2023-03-01,14916666.666666666,2500000,1550000,159,8,Tidak tertagih,125,3,10500000,44750000.0,Diragukan
253,Pria,29,SMA,Sudah menikah,Contract,5,13700000.0,2023-01-16,14250000.0,14500000,7750000,19,1,Tertagih,333,1,4500000,14250000.0,DPK
254,Pria,47,S1,Sudah menikah,Full-time,2,21000000.0,2023-06-23,19583333.33333333,9500000,5750000,30,1,Tertagih,568,1,5500000,19583333.33333333,DPK
255,Pria,27,SMA,Sudah menikah,Contract,5,6700000.0,2023-01-07,13875000.0,18500000,17850000,46,3,Tertagih,284,1,4000000,13875000.0,DPK
256,Wanita,61,S1,Sudah menikah,Retired,3,21000000.0,2023-05-13,11833333.333333334,3000000,2700000,21,1,Tertagih,600,1,18000000,11833333.333333334,DPK
257,Pria,26,D1,Sudah menikah,Contract,3,10500000.0,2023-07-07,13166666.666666666,12500000,7850000,53,3,Tertagih,367,1,8000000,13166666.666666666,DPK
258,Wanita,57,S1,Sudah menikah,Retired,4,13000000.0,2023-03-10,13750000.0,15000000,7600000,72,4,Tidak tertagih,379,2,9000000,27500000.0,DPK
259,Wanita,79,S1,Sudah menikah,Retired,3,21000000.0,2023-07-02,16583333.333333334,18500000,11750000,138,8,Tidak tertagih,225,2,5000000,33166666.666666668,Diragukan
260,Wanita,76,D1,Sudah menikah,Retired,5,15500000.0,2023-02-13,19375000.0,16500000,15650000,141,9,Tidak tertagih,206,2,8000000,38750000.0,Diragukan
261,Pria,80,D2,Sudah menikah,Retired,3,10500000.0,2023-06-06,12083333.333333334,15500000,10950000,32,2,Tertagih,325,1,3000000,12083333.333333334,DPK
262,Wanita,63,S2,Sudah menikah,Retired,4,20000000.0,2023-06-26,15166666.666666666,2500000,1250000,65,4,Tidak tertagih,207,1,13000000,15166666.666666666,DPK
263,Pria,74,D3,Sudah menikah,Retired,5,10500000.0,2023-07-12,14750000.0,4000000,3700000,22,2,Tertagih,275,1,5000000,14750000.0,DPK
264,Pria,25,D1,Sudah menikah,Contract,3,5500000.0,2023-01-15,16375000.0,8500000,5650000,69,4,Tertagih,375,1,6500000,16375000.0,DPK
265,Pria,46,S2,Sudah menikah,Contract,3,24000000.0,2023-04-05,10625000.0,21000000,12500000,34,2,Tertagih,636,1,4000000,10625000.0,DPK
266,Pria,32,D2,Sudah menikah,Full-time,3,22500000.0,2023-04-03,12750000.0,20500000,14750000,41,2,Tertagih,481,2,4500000,25500000.0,DPK
267,Pria,50,D3,Sudah menikah,Retired,4,22500000.0,2023-02-19,14166666.666666666,12000000,10400000,151,9,Tidak tertagih,242,2,12500000,28333333.33333333,Diragukan
268,Wanita,25,SMP,Sudah menikah,Not-employed,7,4040000.0,2023-08-16,4541666.666666667,2500000,1850000,117,8,Tidak tertagih,65,1,8000000,4541666.666666667,Kurang lancar
269,Wanita,49,D1,Sudah menikah,Full-time,3,22500000.0,2023-08-06,11125000.0,23000000,12100000,89,5,Tertagih,513,3,8000000,33375000.0,DPK
270,Wanita,80,S3,Sudah menikah,Retired,3,18000000.0,2023-05-02,12625000.0,7500000,6050000,40,2,Tertagih,444,1,21500000,12625000.0,DPK
271,Wanita,76,S1,Sudah menikah,Retired,3,13000000.0,2023-05-10,14250000.0,9500000,5550000,117,9,Tidak tertagih,454,1,12000000,14250000.0,Kurang lancar
272,Wanita,68,D1,Sudah menikah,Retired,3,15500000.0,2023-07-30,17083333.333333332,9000000,6300000,97,6,Tidak tertagih,235,1,13500000,17083333.333333332,Kurang lancar
273,Wanita,73,D3,Sudah menikah,Retired,4,15500000.0,2023-07-03,19166666.666666668,18500000,15950000,167,9,Tidak tertagih,251,3,6500000,57500000.0,Diragukan
274,Wanita,54,D1,Sudah menikah,Retired,5,15500000.0,2023-08-04,18750000.0,11500000,6750000,70,5,Tidak tertagih,150,1,4000000,18750000.0,DPK
275,Pria,33,S2,Sudah menikah,Full-time,2,21000000.0,2023-03-11,18875000.0,25500000,23850000,44,3,Tertagih,599,1,10500000,18875000.0,DPK
276,Wanita,53,D3,Sudah menikah,Retired,3,19500000.0,2023-08-21,12791666.666666666,24000000,22600000,56,4,Tertagih,574,1,9500000,12791666.666666666,DPK
277,Pria,27,SMP,Sudah menikah,Contract,5,5000000.0,2023-05-07,15000000.0,18000000,11800000,17,1,Tidak tertagih,277,1,17500000,15000000.0,DPK
278,Wanita,60,D2,Sudah menikah,Retired,4,15500000.0,2023-08-07,15875000.0,24500000,15050000,103,9,Tidak tertagih,199,2,16500000,31750000.0,Kurang lancar
279,Wanita,24,D1,Sudah menikah,Contract,5,5500000.0,2023-06-25,14708333.333333334,9000000,8700000,109,5,Tidak tertagih,363,3,7000000,44125000.0,Kurang lancar
280,Pria,25,SMA,Sudah menikah,Contract,7,5700000.0,2023-01-13,16000000.0,10000000,8800000,23,1,Tertagih,210,1,3500000,16000000.0,DPK
281,Pria,29,SMA,Sudah menikah,Contract,5,13700000.0,2023-04-14,14166666.666666666,12500000,11350000,19,1,Tertagih,313,1,9500000,14166666.666666666,DPK
282,Wanita,69,S2,Sudah menikah,Retired,3,13000000.0,2023-07-01,14250000.0,10000000,6300000,28,2,Tertagih,334,1,5500000,14250000.0,DPK
283,Wanita,67,S2,Sudah menikah,Retired,4,21000000.0,2023-02-16,17541666.666666668,10000000,9500000,101,5,Tidak tertagih,214,2,9000000,35083333.333333336,Kurang lancar
284,Pria,42,S2,Sudah menikah,Full-time,2,29000000.0,2023-03-22,34666666.666666664,34000000,20800000,85,4,Tertagih,680,3,9000000,104000000.0,DPK
285,Pria,24,D1,Sudah menikah,Contract,3,13500000.0,2023-01-20,14458333.333333334,16500000,10850000,4,1,Tertagih,319,0,14000000,0.0,DPK
286,Pria,20,SMA,Belum menikah,Part-time,1,9700000.0,2023-06-28,14916666.666666666,4500000,4150000,0,0,Tertagih,399,0,11500000,0.0,Lancar
287,Wanita,70,D3,Sudah menikah,Retired,3,10500000.0,2023-01-29,14333333.333333334,10000000,5700000,17,1,Tidak tertagih,208,1,8000000,14333333.333333334,DPK
288,Pria,47,S2,Sudah menikah,Full-time,3,28000000.0,2023-04-22,35416666.666666664,33500000,28450000,64,3,Tertagih,473,1,4000000,35416666.666666664,DPK
289,Pria,40,S3,Sudah menikah,Contract,4,19000000.0,2023-06-17,15250000.0,12000000,7100000,154,9,Tidak tertagih,226,3,6500000,45750000.0,Diragukan
290,Wanita,62,D3,Sudah menikah,Retired,3,10500000.0,2023-06-25,14625000.0,13000000,12800000,68,5,Tertagih,295,2,16000000,29250000.0,DPK
291,Pria,46,S2,Sudah menikah,Full-time,3,19000000.0,2023-01-02,18000000.0,18000000,12000000,149,7,Tidak tertagih,101,2,8500000,36000000.0,Diragukan
292,Wanita,78,D3,Sudah menikah,Retired,3,10500000.0,2023-03-30,14333333.333333334,17000000,9400000,18,2,Tertagih,285,0,9000000,0.0,DPK
293,Pria,44,S1,Sudah menikah,Full-time,4,24000000.0,2023-02-10,18458333.33333333,18000000,10800000,134,8,Tidak tertagih,247,2,8000000,36916666.66666666,Diragukan
294,Pria,30,D1,Sudah menikah,Full-time,5,26500000.0,2023-09-13,35375000.0,33500000,18750000,111,8,Tidak tertagih,494,1,4500000,35375000.0,Kurang lancar
295,Wanita,64,S2,Sudah menikah,Retired,4,13000000.0,2023-05-23,15291666.666666666,5500000,3750000,39,3,Tidak tertagih,340,1,7000000,15291666.666666666,DPK
296,Pria,39,S1,Sudah menikah,Full-time,3,19000000.0,2023-02-01,15791666.666666666,28500000,18750000,70,3,Tertagih,612,3,14000000,47375000.0,DPK
297,Pria,41,S1,Sudah menikah,Full-time,2,22000000.0,2023-02-14,16833333.333333332,23000000,20600000,0,0,Tertagih,515,0,7500000,0.0,Lancar
298,Pria,23,D1,Sudah menikah,Full-time,1,16500000.0,2023-03-12,15958333.333333334,15000000,7500000,0,0,Tertagih,682,0,19500000,0.0,Lancar
299,Pria,49,S1,Sudah menikah,Full-time,2,26000000.0,2023-06-28,35541666.666666664,37000000,19300000,15,2,Tertagih,514,0,12000000,0.0,DPK
300,Wanita,65,D3,Sudah menikah,Retired,3,15500000.0,2023-08-28,15166666.666666666,17500000,10750000,64,9,Tidak tertagih,225,1,13000000,15166666.666666666,DPK
301,Pria,37,D1,Sudah menikah,Full-time,4,17500000.0,2023-08-24,11875000.0,22000000,19600000,62,3,Tidak tertagih,162,1,12500000,11875000.0,DPK
302,Pria,63,S1,Sudah menikah,Retired,2,13000000.0,2023-01-01,14791666.666666666,13500000,11650000,47,3,Tertagih,426,1,5000000,14791666.666666666,DPK
